ID,Group,Time,L1_Req,L1_Calque,Latency,Fluency,N400
27,CG,T3,4.413930853014083,5.281374949501699,1110.7341179605457,72.37584475011793,4.4699083399290584
28,CG,T1,10.557124830868746,4.651235055358292,1130.0668720970189,70.9623650536952,6.220214367682249
28,CG,T2,10.479037195222224,4.325787397956687,915.2240160970128,81.22141457518808,5.765239616771428
28,CG,T3,6.528783658608616,10.01253434614955,1126.1944488010001,81.43437747251062,5.194525873974152
29,CG,T1,14.151869812204968,10.86174985337505,1115.1450192129298,77.77256760763484,6.403526329419207
29,CG,T2,12.121578893830872,4.6771683867237694,1226.0472043997815,79.46739589479671,2.83776471900764
29,CG,T3,5.441853718335563,2.113689208927778,1072.283043177762,77.7403380463677,7.203299872934439
30,CG,T1,9.185236951049438,10.582954200256843,956.7857958499152,56.372940485158765,5.422233221544734
30,CG,T2,9.660163622348268,6.728071554192995,840.5581059944172,70.28703968389769,3.4737426992932052
30,CG,T3,10.074181372075097,7.406516141413066,978.4168299141703,67.88906466130645,3.6171010693554675
31,CG,T1,8.84330225681707,9.101313105102724,1011.9983535130239,74.03237212414275,4.757639334278583
31,CG,T2,6.717817919344139,6.564533208099973,985.0660748612877,66.57080555722254,3.622970950375612
31,CG,T3,13.311812832290974,6.677579814337802,1012.038428881038,73.71183928587378,4.942740730432838
32,CG,T1,8.447576001166942,8.351166740095536,1256.0510794066226,65.75599081911578,4.693854463097448
32,CG,T2,8.01237075712089,1.735773437581713,917.8732512922027,81.9349941395562,7.602954798901797
32,CG,T3,7.7774099011090545,7.868425318722686,1153.575021636095,96.63104646764191,6.667404876008407
33,CG,T1,8.680206021298083,4.897811030679064,925.0975151639399,71.62770908693778,4.441108956601975
33,CG,T2,5.144365726005814,5.377539654666442,978.5832794939847,84.49713308058051,6.5342956597292305
33,CG,T3,8.380068396708458,9.855877105558058,1120.8315630706666,65.10972638937389,7.232373708177519
34,CG,T1,10.347275109211648,4.718058460481796,1123.352585068295,62.995053972921944,3.5640803766499296
34,CG,T2,11.015443868829102,11.000716609034288,934.2005396653202,75.50375389352456,4.389100403229442
34,CG,T3,7.18218654058826,5.296733366674488,989.0412922448257,72.38817302355862,3.9366698370245468
35,CG,T1,9.676142064449596,6.889476159211899,1116.5472734387026,62.739490703667215,4.692520137204334
35,CG,T2,10.58847806456439,7.902017812773638,993.1422657282028,71.7946584434338,6.351941972720504
35,CG,T3,4.226486797196571,7.795392423235857,1017.2326737475814,76.56478934874528,4.031437180840476
36,CG,T1,4.487794748338702,3.4194066366570417,1156.7318925325935,72.07778001377186,4.233956724853828
36,CG,T2,10.296481146943433,3.1446558630082877,1120.7488281893757,61.31187040190035,4.387429449076977
36,CG,T3,8.518496678291035,4.707090596375304,1056.1622238078244,80.05034247371552,4.292351382667592
37,CG,T1,11.089230280162855,4.5146449197532394,1224.1725849081395,81.5325489652632,2.039697699821795
37,CG,T2,6.7077618613238075,8.069558679797188,1101.573645953981,73.96916698697046,4.454420738597851
37,CG,T3,8.61647446868225,6.257510082137425,1273.489488632373,74.03536674640971,5.572643726905283
38,CG,T1,7.970307584693831,5.927266307040514,1089.4418537052532,73.15561713902638,4.910621726851632
38,CG,T2,9.424437142241032,11.365881757019967,1251.957458480437,68.39181174265727,6.981699491029523
38,CG,T3,7.379811567446122,2.1161260226087206,968.8679164715634,57.03366463179316,4.607881122342167
39,CG,T1,9.046045947973878,10.688162087005622,1195.7698323269829,68.24719576952909,6.661167813656885
39,CG,T2,3.1721617274802867,7.318352027838845,1237.9211271441754,59.171310033761266,6.9012556604897
39,CG,T3,9.246241018736036,5.6863665894182365,1198.5894612548798,90.16554286243516,5.354612757081893
40,CG,T1,9.62055146575084,5.989406021011463,1031.0217882749291,76.64268653235396,4.301482643727586
40,CG,T2,8.87891559304848,5.749153617116743,1197.057175604495,73.66929684229558,6.752555921961059
40,CG,T3,7.124959002863132,6.006275142354583,972.973079790477,68.4456539193911,5.6282206902627925
41,EG,T1,11.09247154161338,5.071236286809223,1281.7448288147925,80.3451028704396,5.978808864513182
41,EG,T2,12.291989531395163,3.4976637619721385,895.7483415364017,60.27023800876577,6.394462036084857
41,EG,T3,7.635914140885143,3.1777137239969986,1019.1956076847748,70.49608762161299,6.624052771463557
42,EG,T1,9.523052954938068,7.340668548130764,1261.6073273458169,73.34807385389371,5.713437633990784
42,EG,T2,5.62381386138672,6.23723038569919,1333.4834295065048,85.26336036923982,6.5304612772951565
42,EG,T3,4.721960808922036,1.1228693954311217,962.3898311860493,79.94579929830955,4.731868125859328
43,EG,T1,4.968838425712951,10.46501070281335,1137.8788941989415,66.08495144042064,3.983053874635766
43,EG,T2,3.4628583203355765,7.010975284716212,1080.2645154063766,64.18031280207157,2.4868897191109385
43,EG,T3,5.160538251774678,6.9718473556366645,943.6572108090953,67.47485637505515,2.855959710279678
44,EG,T1,8.518191075630822,1.1668493855285416,1152.3987186875063,67.65252375833057,6.374688910738786
44,EG,T2,12.222390237363363,7.678443065005066,1032.3555833223238,65.64779273006664,7.902703724549805
44,EG,T3,6.14804608503622,3.3306444422084813,976.6224878045996,81.08467808614284,2.9978954233064807
45,EG,T1,7.7658449827994085,5.896910329271137,1155.4145421697601,65.15260183092988,4.402015904251971
45,EG,T2,7.866075569229742,4.639050121674118,1280.5590184015764,53.292241532855904,5.8281095926914475
45,EG,T3,9.115212981244072,0.0,932.0237368287512,76.52847307203366,1.2294836273950507
46,EG,T1,7.255458281022811,4.656733139975176,1405.3178620793071,76.98542714517968,7.1801771329918225
46,EG,T2,9.404180160108087,2.7160861033220947,996.5671627208317,78.41499648982334,2.5890210675512773
46,EG,T3,7.782496075430969,2.7712841240521024,927.5250869430563,85.18767974562793,3.821968636080456
47,EG,T1,8.297584585452299,9.650525567401345,1008.6511341360144,74.42748485555411,6.230341761155738
47,EG,T2,6.826133901715024,5.917492648932659,894.8440993060576,81.89221615365521,4.041137008979816
47,EG,T3,4.6931924487024,5.607820296841156,881.3918833240137,68.23230962909152,1.020719157066535
48,EG,T1,10.715024878364098,4.283055424508177,1405.6711854778112,52.844564736930224,7.7750389156060535
48,EG,T2,8.127543668006545,4.987231153885136,993.711327846747,77.69308891481657,4.247311416605213
48,EG,T3,8.758254705041303,3.551300827056487,1001.0422466046629,76.59110230228916,3.1202761267905057
49,EG,T1,9.969504422230147,3.337629536155423,971.2540409052002,75.44611275218172,5.639211613379119
49,EG,T2,7.140041659118301,5.240554652743865,1118.661438750634,70.18192255752511,3.210373384436763
49,EG,T3,6.489613137744203,1.1475798892469293,1037.1553858000261,65.87933116609727,4.640817892255901
50,EG,T1,10.381493706032607,7.663265415490526,1297.5767377523719,82.82379555570061,6.820118091025383
50,EG,T2,2.9978144216708866,2.3849306731814557,982.525399122605,74.70872840168667,5.0247226286567725
50,EG,T3,4.185640467116335,3.7108868818495724,874.2463894705348,74.60785757606442,1.2306744644124892
51,EG,T1,6.891916884722739,4.1262938676440655,1023.3777445831734,77.92913437286272,4.07084155563528
51,EG,T2,14.180955162093476,6.285299381937955,1095.8770573172824,67.63313775855029,5.280433831172589
51,EG,T3,4.560905434405564,3.568421592219795,1338.4118353576314,78.7315208022028,4.808982656799946
52,EG,T1,7.442058937185281,7.023025320906684,1407.9120889889714,64.48426353769786,7.9374279811957
52,EG,T2,9.369379838638688,3.9625730930326104,1158.5370834677728,82.28043559701383,5.170533947104076
52,EG,T3,2.074438200273858,1.7002982131852888,945.3473910227893,78.90453256719962,4.068940936570949
53,EG,T1,9.644252502333133,4.162242410837777,1213.2276991408348,74.38468596227058,6.183706627103456
53,EG,T2,10.301951813886554,7.034628740007588,1134.2852110919812,73.93867430833082,1.9746546930776128
53,EG,T3,7.074045547831464,3.7569129117588442,1018.0210372073523,69.28601139343752,1.686520843428433
54,EG,T1,11.832882133332259,7.012978661515358,1255.4100976321674,69.72654700904368,5.441658595294044
54,EG,T2,9.945709514939994,4.064701597921776,1083.4569087717377,70.80179769035966,3.691705281594759
54,EG,T3,5.227069691328401,3.788694297594168,912.9751929671131,89.54604900458817,1.9475497768926948
55,EG,T1,8.732820889596601,6.132591671796815,1362.5769038095227,71.07243821209259,6.844582355256089
55,EG,T2,3.88609906740757,5.7875105849123685,1194.5483113872813,75.1582719142034,5.791672525091492
55,EG,T3,4.706778874749069,6.400564368408276,1301.845737306695,76.59729151648273,2.57629647003892
56,EG,T1,12.833461192794251,10.575058720607567,1086.7995961985425,66.13850546323314,5.005501547595291
56,EG,T2,4.238873722414307,3.178965717734763,929.4202926547105,68.35761947916697,4.251441157658507
56,EG,T3,6.585536831341301,6.711101084190969,840.2304342965692,87.37457918781267,2.9004156180842875
57,EG,T1,9.076340725868917,8.584602882766529,1002.8189169812782,72.5592779694724,5.6330330914982785
57,EG,T2,8.831128160020372,5.836171016597199,1413.7420195875252,69.39808012598947,3.556604262997456
57,EG,T3,4.442148683938088,2.0779503378474393,890.7658021770875,89.01213224886041,5.188705947185797
58,EG,T1,7.773134265626309,5.2688177391706965,1225.9981778940967,65.08221564575223,6.286104544857715
58,EG,T2,8.10730755212825,1.8653629470060888,1286.6507281862087,88.86702138476417,3.44209583332186
58,EG,T3,5.030746100160039,3.928903859594791,1026.8239505981835,84.76835418138265,6.0142863542728895
59,EG,T1,8.757631931264875,5.343746062015401,966.8953080779662,63.65255968046465,5.353622237976684
59,EG,T2,12.086394658794468,4.061255142120422,1101.330313229446,74.36861683141798,5.963750582827318
59,EG,T3,12.317331064684053,2.132088699575294,911.4784780474489,87.85328701655257,4.154648085476836
60,EG,T1,13.816768314340084,8.38464200771712,1109.6991072898118,74.22523864553847,6.952185012816071
60,EG,T2,9.651205452993409,6.316002868436055,1219.3344565424816,83.85436472356538,6.235022587452539
60,EG,T3,7.621774718974105,2.93234022330292,1000.5399161006652,89.15207173206686,2.0562900606178696
61,EG,T1,10.121683272182253,6.234654612879806,1164.0242752108745,79.72761490085838,5.667538695227865
61,EG,T2,7.716091370390371,2.2083164898441767,1174.4754992438109,79.6638734491286,7.328556612627645
61,EG,T3,5.230554412617497,3.782130720860666,1014.9137157195057,92.1196262381078,3.0665862546582674
62,EG,T1,9.897553814425848,8.437372321376387,1186.1252772418902,65.92853108359577,5.671725990057631
62,EG,T2,10.28407937464943,2.9416663412956665,1088.6157543805627,68.89903348048661,5.97306528049478
62,EG,T3,2.192032738040562,2.0703719360025055,1032.809662509033,92.02419223387473,3.1079496344978175
63,EG,T1,7.812001183267004,11.238545552769299,957.2780539417258,51.909552347039345,6.016020230074666
63,EG,T2,6.344864439118472,2.95328780231243,1169.1699026219094,76.45040571016959,3.5102899169685813
63,EG,T3,2.799239003322763,5.219406122216318,1071.0281649142125,78.70659308976494,5.785291794466732
64,EG,T1,6.5247880841846175,3.743844623965574,1063.1328702166259,69.13531186915601,5.740675229051769
64,EG,T2,6.996909855359175,5.974521872331453,894.7844806133378,86.05011683258607,4.184988350250404
64,EG,T3,8.793239578970319,4.053995762030949,1043.9454506815298,84.05813824185763,3.826791984024241
65,EG,T1,10.806806899668858,10.02413556629135,1187.5129637582058,75.1720300607081,5.274370027997883
65,EG,T2,11.20029303862368,3.711936935469606,1322.1316606075143,74.17873639484526,2.2969148570347335
65,EG,T3,6.320261037276972,1.8016863535552619,1097.6900968584214,74.27900816558088,2.5753431934993087
66,EG,T1,4.476148172636172,6.104926097652031,820.656894271946,56.82877741211421,6.464580518602016
66,EG,T2,9.56450039662708,6.136006635926922,934.6233399619102,74.11830915086416,4.294956445273205
66,EG,T3,3.104088277018642,6.607476263887731,1102.830720680594,77.73228660936269,3.237640174592343
67,EG,T1,9.72095701986888,2.6081832894665595,1125.3951664471165,64.04412601601761,3.9977319861471186
67,EG,T2,6.897249267785113,9.15491035906895,1159.7180005773814,69.93056808173762,5.1016158938986225
67,EG,T3,9.498388591465005,5.334194102408091,988.3482517888244,74.32450577835542,4.177512639059026
68,EG,T1,10.183713463554373,9.069425084061011,1248.9240522354758,77.89642172255468,4.650670703815205
68,EG,T2,10.893485164085813,5.634719130323279,1360.5365221675372,68.98649745528346,6.73034932443135
68,EG,T3,6.494776958656619,1.8668803920482133,912.255983232395,76.93722153444544,3.793832324962683
69,EG,T1,10.507088720088749,5.837859991335126,1156.5903570834623,86.63816286889491,7.818560438140996
69,EG,T2,8.69080917418508,5.28360765197004,1086.8043857405567,79.40814378184334,2.868090408722233
69,EG,T3,5.356558656441637,0.0,1035.891237164739,84.67756751762192,2.5235389527808767
70,EG,T1,13.134966908225081,4.403315541394848,954.9875167706252,71.29561454847978,6.865937623657016
70,EG,T2,11.80981922864467,4.190454621688331,1221.0153166803814,74.19193224399434,4.058321780082853
70,EG,T3,8.20914984371668,4.735110332509523,759.3050980222051,91.31232279780717,5.132127895806432
71,EG,T1,7.636093246226176,7.9707677735623,1229.1642260795834,71.58539012659125,4.629572784616412
71,EG,T2,5.920941580154871,5.143781043818819,1234.182062696311,78.84880123675546,3.7811399350794526
71,EG,T3,7.929246776620861,0.0,1140.8271980520944,65.5822897697752,2.6925826820356153
72,EG,T1,6.40082526343464,4.251700753414006,1322.5157502329928,65.75839038950487,5.885105434423003
72,EG,T2,7.48269855280204,6.249489819890867,1080.7550647484356,64.23606220649144,5.694773547225997
72,EG,T3,4.765608542096718,0.0,920.0638774647723,91.50607832507448,4.39031043895889
73,EG,T1,8.328369663980352,6.331633050499456,1114.9710928295665,86.11398386848673,5.934709633124175
73,EG,T2,8.675104117977673,7.4666235988700524,1103.4304822637118,72.42766283343437,4.0251102112810315
73,EG,T3,5.820996851464839,3.2181110796783483,1081.8681361091772,79.9155670864584,4.225696108101811
74,EG,T1,8.998208549728544,7.2729974186953985,880.2519041655049,76.83062139761985,5.88508386625719
74,EG,T2,10.09502527464913,0.0,1362.372458669302,73.38328297475861,5.851455943432524
74,EG,T3,3.400235182186172,4.648102591137653,832.5218211556881,74.50984831443355,5.8796438954135
75,EG,T1,8.723293998091632,7.57835232099539,1281.8094822964256,73.46545510378084,5.610586467201007
75,EG,T2,8.512402506165563,10.487514287524204,1061.933368415298,76.10879237371974,5.770916154410657
75,EG,T3,8.763814832394958,5.911466672232836,1069.4222310840858,70.35596069815614,5.486804145221534
76,EG,T1,6.334136517453279,7.765798023525873,1054.4013809972898,68.98689322725606,5.860267374424873
76,EG,T2,8.403393038625682,6.128225659317626,1295.9195776682106,78.12827441211184,3.9581807105930924
76,EG,T3,8.410217920720893,5.916835075634209,808.1349058808211,84.27920055879886,4.181641839235258
77,EG,T1,8.456091241600019,10.126554989285562,1138.9922178154463,70.50461162777233,5.157699446002583
77,EG,T2,7.638947618953669,2.7881948088305553,868.3928764367988,87.25604050579977,3.1142541123543417
77,EG,T3,3.521519126359231,0.0,890.5453553234697,68.91528165274002,5.498821224190917
78,EG,T1,11.724542723356585,5.586069240609007,1475.3410127482032,77.35412389593276,4.945236063087929
78,EG,T2,1.3514857128160669,10.240073659699632,875.4598546530965,61.336810024344864,5.731598604813497
78,EG,T3,12.09938101584818,6.34540020072314,1058.9472768073304,84.25803473332229,4.394781782292431
79,EG,T1,11.097321474466913,7.718621132732626,1174.5881545532627,68.99925497680383,4.344449575586654
79,EG,T2,6.898312307833065,1.4754950087701508,1056.232452248735,66.59127114279266,2.7549749558979215
79,EG,T3,6.449735377883695,6.3624050299581185,1108.564324840324,66.93599517101458,1.8145206088015278
80,EG,T1,11.551927969970539,4.938527734215718,1128.5513590004166,73.90041679219641,4.044317763190911
80,EG,T2,7.863438765364899,2.2651439111799494,985.8085298468301,77.05825547314029,2.069808773055664
80,EG,T3,7.1011868449009965,3.256796842361301,1057.3485936184006,81.2913130725173,5.109796601963382
